region_name,region_code,reporting_year,reporting_pop,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,pop_in_poverty,spr,pg,estimate_type
Latin America & Caribbean,LAC,2020,641135529,3,0.058174401835518634,0.020615000635109217,0.010852826240727306,0.03228758808550739,19.391203195562095,37297676,0.25769474956238225,3.6414824142357034,actual
Latin America & Caribbean,LAC,2021,644892429,3,0.06454423920078378,0.02347321304804006,0.012126176892733534,0.03572100189264382,19.58480958787749,41624091,0.2687202382171518,3.678749312925847,actual
Latin America & Caribbean,LAC,2022,648804795,3,0.051818794450808024,0.018369336000385258,0.009523349026598654,0.02832737485222615,20.730196167810146,33620282,0.2588590608485006,3.3909415277251274,actual
Latin America & Caribbean,LAC,2023,653324554,3,0.04694213668594221,0.016467424166397807,0.008617724744104806,0.02570592863381256,21.393340385976654,30668451,0.25873293400702146,3.269550304757113,actual
Latin America & Caribbean,LAC,2024,657893350,3,0.04606628250147428,0.016300182127234688,0.008553115030119022,0.025468043697021752,21.706599809883866,30306701,0.2582088785509875,3.2034269040342678,nowcast
Latin America & Caribbean,LAC,2025,662317635,3,0.04567562386441794,0.016128529835946422,0.008479565424401939,0.025209917515400006,21.97910926190404,30251771,0.25983534994058977,3.1748184475645616,nowcast
Middle East & North Africa,MNA,1981,178069284,3,0.15360458896744578,0.03831063268961141,0.013914855567140345,0.048533701241809696,7.888485281922959,27352259,0.2977007460634833,5.8168283471763,projection
Middle East & North Africa,MNA,1982,184388941,3,0.14837181181691342,0.03683872489676688,0.013353366368634472,0.04663450851325623,7.915338265066967,27358121,0.29567337132350774,5.756286129786085,projection
Middle East & North Africa,MNA,1983,190311828,3,0.14106976609205335,0.03410116262621775,0.012118024253368175,0.04290899700436934,8.056420114615499,26847245,0.29348973311123205,5.6507241607016185,projection
Middle East & North Africa,MNA,1984,196538607,3,0.1342107903857829,0.03193984390613202,0.011233211871756101,0.040064308324804204,8.199655958776026,26377602,0.2907671461534396,5.551847333143294,projection
Middle East & North Africa,MNA,1985,202892063,3,0.13127143398970706,0.03118047643668812,0.010976249379254985,0.03912504953512915,8.2963623196239,26633932,0.2894265564416839,5.500061942588604,actual
Middle East & North Africa,MNA,1986,209355789,3,0.1337784728348284,0.032546687557559704,0.011784555112278057,0.041207790155066974,8.136803881301976,28007298,0.2909818092183968,5.566990820206798,actual
Middle East & North Africa,MNA,1987,215853688,3,0.14061614437305098,0.0353903674367056,0.013244660947133656,0.045285335274135335,7.929289774435122,30352513,0.29384629099581333,5.693955149810604,actual
Middle East & North Africa,MNA,1988,222186470,3,0.13638049209846886,0.034221081674947376,0.0128138743304361,0.04381297233071107,7.89456205312814,30301900,0.29220629317305746,5.650860840867996,actual
Middle East & North Africa,MNA,1989,228487719,3,0.13585939312932005,0.03390352258846182,0.012696420706194034,0.04341533766983245,7.707933255598448,31042203,0.29381290274965033,5.687988575735668,actual
Middle East & North Africa,MNA,1990,234884918,3,0.12404881645740094,0.02975779133774466,0.010694618257563853,0.03760450608575863,8.044710630811446,29137196,0.2861335253141006,5.436284543004715,actual
Middle East & North Africa,MNA,1991,241162843,3,0.12618852630691105,0.028120147340462365,0.009456564664351633,0.03488260656949534,7.996531647242828,30431984,0.2900648422816179,5.478237654827993,actual
Middle East & North Africa,MNA,1992,247108356,3,0.11479564454221622,0.024783186090252998,0.00811117004699175,0.03052286290613808,8.194320240532269,28366963,0.2833102927225829,5.320323004820079,actual
Middle East & North Africa,MNA,1993,252429871,3,0.11014313823037017,0.02355852350089388,0.007639336124104625,0.028951058942497294,8.262464591825108,27803418,0.2792058101295603,5.253228395308737,actual
Middle East & North Africa,MNA,1994,257558357,3,0.105708093686695,0.022236092464787548,0.007081564511986396,0.027189920928459017,8.303310337636347,27226003,0.27651986405130874,5.206905630313111,actual
Middle East & North Africa,MNA,1995,262919728,3,0.10603034033407359,0.022877578535799505,0.007477379511287859,0.028163877494626472,8.297414818875053,27877468,0.2757739061886234,5.225240326091584,actual
Middle East & North Africa,MNA,1996,268205494,3,0.09512591476703157,0.020360214673617944,0.006593686899645731,0.025009209684055605,8.556758763764346,25513293,0.26960245206243383,5.068888873082242,actual
Middle East & North Africa,MNA,1997,273541741,3,0.09079460619576984,0.020163572934241723,0.006669905857773117,0.024898795737201666,8.739980131777084,24836115,0.2657952436564508,4.973605742180116,actual
Middle East & North Africa,MNA,1998,279016104,3,0.08369189961656864,0.019242004568000005,0.006436841454884014,0.023821269733624167,9.171396334279317,23351388,0.25959728684547617,4.798947029972659,actual
Middle East & North Africa,MNA,1999,284593166,3,0.07940422859888419,0.01864350456901498,0.006304292583077263,0.023182331488036483,9.321458828407362,22597901,0.2565738538191925,4.713692701848141,actual
Middle East & North Africa,MNA,2000,290253199,3,0.073323553685859,0.016659785133502834,0.005548872600414152,0.020679704770241208,9.66041713568976,21282396,0.2521307444442431,4.570958727411277,actual
Middle East & North Africa,MNA,2001,295978665,3,0.07173529784143143,0.015969038133595497,0.005300521137406296,0.01983294229429389,9.719543143181264,21232118,0.2515604179640834,4.553379630512045,actual
Middle East & North Africa,MNA,2002,301276990,3,0.06636035228070243,0.014135589203136728,0.004614271131737792,0.017507359195814785,9.919158515366808,19992847,0.24825593079879818,4.474910555860061,projection
Middle East & North Africa,MNA,2003,306809105,3,0.061755674777597754,0.012667273409679299,0.0040780784229979515,0.015646980104933435,9.988556692289913,18947203,0.2474417905343978,4.467699614371909,actual
Middle East & North Africa,MNA,2004,313176750,3,0.05714983954329515,0.011703993907590379,0.003797821981160008,0.014492457579037964,10.61388700384075,17898001,0.23885723693053063,4.284649867485948,actual
Middle East & North Africa,MNA,2005,319842800,3,0.05497937406919561,0.011390030529822215,0.003724797865447297,0.014130417082059345,10.718551336555139,17584757,0.23639359483417458,4.252038828022255,actual
Middle East & North Africa,MNA,2006,326566475,3,0.05235795833556097,0.010856689747217211,0.0035458269355661542,0.01346376809393192,10.91506079122764,17098354,0.2362056157161192,4.203541257345609,actual
Middle East & North Africa,MNA,2007,333005196,3,0.050815797137550675,0.010737572529360622,0.0036022167670572334,0.013439164019202633,11.075767267554749,16921924,0.23474088702086487,4.161472078618274,actual
Middle East & North Africa,MNA,2008,339326787,3,0.049652828790291814,0.0108613784486678,0.003791290583876546,0.013777699723106922,11.129796210899144,16848535,0.23151049515028152,4.123828622273984,actual
Middle East & North Africa,MNA,2009,345880275,3,0.04610933744497489,0.010554807437340562,0.003867989750188582,0.013615769145134994,11.28722350970344,15948310,0.2259338183001762,4.02160568875475,actual
Middle East & North Africa,MNA,2010,352630348,3,0.039877177671633984,0.00909112153779511,0.003312883251341106,0.011706019543748766,11.282168324440438,14061903,0.21698804291888046,3.9196954502899946,actual
Middle East & North Africa,MNA,2011,359629029,3,0.04064137952770822,0.00979260505200687,0.0036575284735445523,0.012653067585495075,11.10866966565124,14615820,0.2106412802111151,3.90056562448324,actual
Middle East & North Africa,MNA,2012,366886935,3,0.04077231372543867,0.009582145132977504,0.0035314699597845927,0.012324737170091218,10.933682708703673,14958829,0.20550756719513916,3.8865046467584756,actual
Middle East & North Africa,MNA,2013,374288518,3,0.0456872429229694,0.010825797504792976,0.003869181346956064,0.013743982920421316,10.673836457471614,17100210,0.2049594864132962,3.9676082645031694,actual
Middle East & North Africa,MNA,2014,381509331,3,0.05230776895201122,0.012986475584764061,0.004812566633611799,0.016648903057453167,10.593743115843306,19955902,0.20925226455112542,4.053417128690879,actual
Middle East & North Africa,MNA,2015,388414934,3,0.06475559753168361,0.01834419743158867,0.0075175043657417125,0.024345872950034236,10.671818040196662,25152041,0.21901043226296904,4.193131557821636,actual
Middle East & North Africa,MNA,2016,395389311,3,0.07532042207756377,0.022526059265482453,0.009624548856479221,0.03035599743891725,10.647909442126599,29780890,0.23004208898232212,4.362290381587916,actual
Middle East & North Africa,MNA,2017,402342108,3,0.07491561723763339,0.022988828224199374,0.010050612050369691,0.03130655834626226,10.74097955585943,30141707,0.23334997338737085,4.375353621932292,actual
Middle East & North Africa,MNA,2018,409373378,3,0.07459751689693281,0.023285030061002736,0.010303103479433149,0.031878992535599726,10.729618624602846,30538237,0.23384224057845326,4.388710983994348,actual
